ID	Title	URL	Version	Word count	OWE	SPURIOUS	SPECIFIC	LETTER	ROUNDUP	NON-UK EDITION	NON-ENGLISH	VIDEO	NON-DISRUPTIVE OWE	OWE_FOCUSSED	OWE_SPECIFIC_LLM	OWE_SPECIFIC_HUMAN	PASSES_SCREENING	PASSES_SCREENING_SPECIFIC
Sun_2025-07-28_DONALD-LAY-TRUMP-Hilarious	DONALD LAY TRUMP Hilarious moment Donald Trump’s golf caddie appears to subtly drop ball in prime spot before he arrives to take shot	https://www.thesun.co.uk/news/36040098/donald-trumps-golf-caddie-drops-ball-in-prime-spot/	original	808	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
Sky_2024-06-27_Police-arrest-key	Police arrest 'key Just Stop Oil organisers' - but group says they were just having soup	https://news.sky.com/story/police-arrest-key-just-stop-oil-organisers-but-group-says-they-were-just-having-soup-13160154	original	398	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
The-Guardian_2025-06-30_Our-stage-is-a	‘Our stage is a giant pair of open legs!’ Meet Glastonbury’s most obscure acts	https://www.theguardian.com/music/2025/jun/30/our-stage-is-a-giant-pair-of-open-legs-meet-glastonburys-most-obscure-acts	original	1797	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_ITV-signing-up-Nigel	ITV signing up Nigel Farage for I’m A Celebrity isn’t just shameful – it’s dangerous	https://metro.co.uk/2023/11/14/nigel-fararge-on-im-a-celebrity-is-a-terrifying-prospect-heres-why-19757336/	original	1438	No	Yes	Yes	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-07-24_Its-easy-to	It’s easy to blame petrostates – but self-proclaimed ‘climate leaders’ like the US and UK are driving the crisis	https://www.theguardian.com/commentisfree/article/2024/jul/24/petrostates-self-proclaimed-climate-leaders-us-uk-driving-crisis	original	797	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
Mirror_2024-06-20_Stonehenge-Just-Stop-Oil	Stonehenge Just Stop Oil paint-sprayers named as Oxford student, 21, and Quaker, 73	https://www.mirror.co.uk/news/uk-news/stonehenge-just-stop-oil-paint-33070987	original	508	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Daily-Mail_2025-06-23_Jeff-Bezos-and-Lauren	Jeff Bezos and Lauren Sanchez 'are forced to MOVE Venice wedding party venue due to protests and US involvement in Iran war'	https://www.dailymail.co.uk/news/article-14837959/Jeff-Bezos-Lauren-Sanchez-forced-Venice-wedding-party-venue-protests.html	original	885	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
The-Guardian_2023-11-27_Chinas-coal-addiction-puts	China’s coal addiction puts spotlight on its climate ambitions before Cop28	https://www.theguardian.com/world/2023/nov/27/china-coal-addiction-spotlight-climate-ambitions-cop28	original	804	No	No	No	No	No	No	No	No	No	Unused	No		No	No
BBC_2025-01-31_The-climate-campaigner-plogging	The climate campaigner plogging for the planet	https://www.bbc.com/news/articles/c05l8z6ng2eo	original	250	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
The-Times_2024-06-28_Friday-at-Glastonbury-2024	Friday at Glastonbury 2024 — as it happened	https://www.thetimes.com/culture/music/article/friday-glastonbury-2024-live-latest-news-0nkk0x272	original	6445	No	No	Yes	No	Yes	No	No	No	No	Unused	No		No	No
Sky_2025-01-13_Just-Stop-Oil-protesters	Just Stop Oil protesters spray-paint '1.5 is dead' on Charles Darwin's grave	https://news.sky.com/story/just-stop-oil-protesters-spray-paint-1-5-is-dead-on-charles-darwins-grave-13288132	original	509	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
The-Times_2025-06-26_My-makeup-class-at	My make-up class at Glastonbury to fool facial recognition cameras	https://www.thetimes.com/culture/music/article/glastonbury-festival-greenpeace-how-to-beat-facial-recognition-protests-0v2c8cjl6	original	868	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
Daily-Mail_2024-03-14_Just-Stop-Oils	Just Stop Oil's pink-haired 'poster girl' Phoebe Plummer is arrested while delivering a letter to Emily Thornberry's house days after she was detained over plot to target MPs' homes	https://www.dailymail.co.uk/news/article-13198169/Just-Stop-Oils-pink-haired-poster-girl-Phoebe-Plummer-arrested-delivering-letter-Emily-Thornberrys-house-detained-plot-target-MPs-homes.html	original	714	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe specific	Yes	Yes
The-Guardian_2024-08-08_A-sevenday-strike	A seven-day strike by immigrants would make a point	https://www.theguardian.com/uk-news/article/2024/aug/08/a-seven-day-strike-by-immigrants-would-make-a-point	original	315	No	No	Yes	Yes	No	No	No	No	No	Unused	No		No	No
Metro_None_I-starred-in-a	I starred in a TV ad – but was horrified by what happened next	https://metro.co.uk/2023/10/21/i-starred-in-a-tv-ad-but-was-horrified-by-what-happened-next-19695136/	original	1222	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Daily-Mail_2024-02-25_Labour-shadow-minister	Labour shadow minister Lisa Nandy reveals she carries a poli3132709ce alarm 'everywhere I go' after three female MPs are revealed to have been given taxpayer-funded bodyguards amid growing safety fears	https://www.dailymail.co.uk/news/article-13123647/Labour-shadow-minister-Lisa-Nandy-reveals-carries-police-alarm-three-female-MPs-revealed-given-taxpayer-funded-bodyguards-amid-growing-safety-fears.html	original	883	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
Sky_2024-04-17_Plastic-crisis-out	Plastic crisis 'out of control' as 1.7 billion pieces thrown away weekly in UK	https://news.sky.com/story/plastic-crisis-out-of-control-as-1-7-billion-pieces-thrown-away-weekly-in-uk-13116066	original	785	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_Prison-guard-caught-having	Prison guard caught having ‘an hour of intimacy’ in storeroom is spared jail	https://metro.co.uk/2024/07/24/prison-guard-caught-an-hour-intimacy-storeroom-spared-jail-21288699/	original	519	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
BBC_2024-06-19_Stonehenge-covered-in-powder	Stonehenge covered in powder paint by Just Stop Oil	https://www.bbc.com/news/articles/cw44mdee0zzo	original	582	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
The-Guardian_2024-03-04_Afternoon-Update-Drumgold	Afternoon Update: Drumgold scores partial victory in Lehrmann trial fallout; NRL racism allegation; and Nikki Haley wins first primary	https://www.theguardian.com/australia-news/2024/mar/04/afternoon-update-drumgold-scores-partial-victory-in-lehrmann-trial-fallout-nrl-racism-allegation-and-nikki-haley-wins-first-primary	original	850	Yes	No	Yes	No	Yes	No	No	No	No	Unused	No		No	No
BBC_2025-02-27_Gatwick-second-runway-backed	Gatwick second runway backed by government	https://www.bbc.com/news/articles/cqjdz9q170yo	original	864	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-08-14_Liquefied-natural-gas	Liquefied natural gas pollution linked to 60 premature US deaths a year – report	https://www.theguardian.com/us-news/article/2024/aug/14/natural-gas-pollution-deaths-lng	original	948	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Telegraph_2025-01-28_Reeves-wrong-to-put	Reeves wrong to put growth before net zero, says major Labour donor	https://www.telegraph.co.uk/business/2025/01/28/rachel-reeves-wrong-put-growth-before-net-zero-dale-vince/	original	886	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
Telegraph_2025-08-11_Greyhaired-granny-activists-are	Grey-haired granny activists are ruining Britain	https://www.telegraph.co.uk/news/2025/08/11/grey-haired-granny-activists-are-ruining-britain/	original	628	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
The-Guardian_2024-10-05_British-food-firms-lobbied	British food firms lobbied to defer £1.7bn plastic packaging tax, documents reveal	https://www.theguardian.com/business/2024/oct/05/british-food-firms-lobbied-to-defer-17bn-plastic-packaging-tax-documents-reveal	original	878	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2025-08-13_Millions-of-litres-of	Millions of litres of oil seeping into UK soil from ageing electricity cables	https://www.theguardian.com/environment/2025/aug/13/uk-electricity-firms-cables-leaking-oil-underground	original	1130	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2025-01-29_Sixteen-jailed-UK-climate	Sixteen jailed UK climate activists to appeal against ‘unduly harsh’ sentences	https://www.theguardian.com/environment/2025/jan/29/sixteen-jailed-uk-climate-activists-to-appeal-against-sentences	original	648	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
ITV_2024-07-18_Leeds-Bradford-Luton	Leeds Bradford, Luton and Newcastle airports given High Court injunctions to ban protests	https://www.itv.com/news/calendar/2024-07-18/airports-granted-injunctions-banning-climate-activists	original	479	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
Metro_None_Jeremy-Clarkson-is-the	Jeremy Clarkson is the farming hero Countryfile never was	https://metro.co.uk/2023/10/19/jeremy-clarkson-is-every-farmers-hero-and-thats-a-problem-19690315/	original	1583	No	Yes	Yes	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-05-21_UK-risks-descending	UK risks ‘descending into darkness’ of antisemitism, Michael Gove to say	https://www.theguardian.com/news/article/2024/may/21/uk-risks-descending-into-darkness-of-antisemitism-michael-gove-to-say	original	612	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
Metro_None_You-may-think-its	You may think it’s innocent, but this question you’re asking is insulting	https://metro.co.uk/2023/11/22/may-think-innocent-this-question-insulting-19838674/	original	1453	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2023-11-02_Shell-angers-climate	Shell angers climate activists with plan for $23bn shareholder payout	https://www.theguardian.com/business/2023/nov/02/shells-moves-ahead-with-35bn-shareholder-windfall-despite-profits-fall	original	738	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Sky_2024-06-28_Police-not-looking	Police not looking for anyone else after murder investigation into deaths of paramedic and woman	https://news.sky.com/story/police-not-looking-for-anyone-else-after-deaths-of-paramedic-and-woman-13160486	original	528	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2023-10-29_Man-tries-to	Man tries to kill himself after hearing of move to Bibby Stockholm	https://www.theguardian.com/uk-news/2023/oct/29/man-tries-kill-himself-move-bibby-stockholm	original	797	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-11-20_Cop29-campaigners-say-talks	Cop29: campaigners say talks are ‘reaching point of real emotion’ – as it happened	https://www.theguardian.com/environment/live/2024/nov/20/cop29-climate-summit-live-updates-baku-azerbaijan	original	4694	No	No	No	No	Yes	No	No	No	No	Unused	No		No	No
Mirror_2024-09-27_Just-Stop-Oil-protestors	Just Stop Oil protestors throw soup over Van Gogh paintings again as onlookers horrified	https://www.mirror.co.uk/news/uk-news/breaking-just-stop-oil-protestors-33769154	original	382	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
BBC_2024-11-24_Huge-COP29-climate-deal	Huge COP29 climate deal too little too late, poorer nations say	https://www.bbc.com/news/articles/cd0gx4przejo	original	972	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2025-03-20_North-Dakota-jury-says	North Dakota jury says Greenpeace must pay at least $660m over Dakota pipeline protests - video	https://www.theguardian.com/environment/video/2025/mar/20/north-dakota-jury-says-greenpeace-must-pay-at-least-660m-over-dakota-pipeline-protests	original	72	Yes	No	Yes	No	No	No	No	Yes	No	Unused	No		No	No
Daily-Mail_2023-10-10_Revealed-Protester-28	Revealed: Protester, 28, who dumped glitter over Keir Starmer is globe-trotting XR activist from Surrey who describes himself 'as a little bit of a weird one' and also joined protests at Cop26 and London	https://www.dailymail.co.uk/news/article-12615205/Protester-28-dumped-glitter-Keir-Starmer-XR-activist-photographer-Surrey-describes-little-bit-weird-one-joined-protests-Cop26-London.html	original	695	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Daily-Mail_2024-09-27_Waiting-For-Godot	Waiting For Godot review: Beckett's 'Laurel and Hardy' lift gloomy Godot, writes PATRICK MARMION	https://www.dailymail.co.uk/tvshowbiz/article-13896641/waiting-godot-review-beckett-patrick-marmion-theatre-review.html	original	2082	No	Yes	No	No	Yes	No	No	No	No	Unused	No		No	No
Sky_2023-11-08_Rishi-Sunak-vows	Rishi Sunak vows to hold Metropolitan Police chief 'accountable' for allowing pro-Palestinian protest on Armistice Day	https://news.sky.com/story/armistice-wrong-day-for-gaza-protest-barclay-says-as-he-reveals-ongoing-govt-talks-despite-police-green-light-13003150	original	1075	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-05-05_Labours-Richard-Parker	Labour’s Richard Parker defeats Andy Street in tight West Midlands mayoral race after Sadiq Khan wins third term in London – as it happened	https://www.theguardian.com/politics/live/2024/may/04/local-election-results-london-mayor-sadiq-khan-susan-hall-west-midlands-greater-manchester?filterKeyEvents=false&page=with:block-663652868f082c8a32ea9f7d	original	833	No	Yes	No	No	Yes	No	No	No	No	Unused	No		No	No
The-Guardian_2024-03-16_UK-doctors-involved	UK doctors involved in climate protests face threat of being struck off	https://www.theguardian.com/environment/2024/mar/16/uk-doctors-involved-in-climate-protests-face-threat-of-being-struck-off	original	1159	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
BBC_2024-09-20_Judge-throws-out-Sunak	Judge throws out Sunak home protest charges	https://www.bbc.com/news/articles/cn0e1eendjwo	original	517	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
BBC_2024-09-20_Judge-calls-for-longer	Judge calls for longer pregabalin supply jail terms	https://www.bbc.com/news/articles/cvgx92182reo	original	365	No	Yes	Yes	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_None_George-Monbiot-on	George Monbiot on the record jail terms given to Just Stop Oil activists – podcast	https://www.theguardian.com/science/audio/2024/jul/23/george-monbiot-on-the-record-jail-terms-given-to-just-stop-oil-activists-podcast	original	97	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe but fails other criteria	Yes	No
The-Guardian_2024-06-28_Were-the-floating	We’re the floating voters who will decide this election. With a week to go, this is what we think	https://www.theguardian.com/commentisfree/article/2024/jun/28/floating-voters-decide-election-week-to-go-what-we-think	original	2424	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
ITV_2024-06-21_Charity-welcomes-Supreme-Court	Charity welcomes Supreme Court Ruling which could impact plans to build Cumbria coal mine	https://www.itv.com/news/border/2024-06-21/charity-welcomes-supreme-court-ruling-which-could-halt-cumbria-coal-mine-plans	original	247	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-02-06_EU-lays-out	EU lays out plan to cut greenhouse emissions by 90% by 2040	https://www.theguardian.com/environment/2024/feb/06/eu-lays-out-plan-to-cut-greenhouse-emissions-by-90-by-2040	original	838	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2023-10-19_Just-Stop-Oil	Just Stop Oil protesters block coach carrying men to Bibby Stockholm barge – video	https://www.theguardian.com/environment/video/2023/oct/19/just-stop-oil-protesters-block-coach-carrying-men-to-bibby-stockholm-barge-video	original	105	Yes	No	Yes	No	No	No	No	Yes	No	Unused	No		No	No
The-Guardian_2024-04-24_Doctors-condemn-suspension	Doctors condemn suspension of retired GP over UK climate protests	https://www.theguardian.com/environment/2024/apr/24/doctors-condemns-suspension-retired-gp-uk-climate-protest-british-medical-association	original	1018	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
The-Guardian_2025-01-08_Charges-against-34-people	Charges against 34 people dropped over plastic pollution protest at Unilever HQ	https://www.theguardian.com/environment/2025/jan/08/charges-dropped-plastic-pollution-protest-greenpeace-unilever-london	original	397	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Mirror_2024-06-20_Taylor-Swift-lands-her	Taylor Swift lands her private jet at Stansted airport with crates of booze ahead of Wembley shows	https://www.mirror.co.uk/3am/us-celebrity-news/taylor-swift-private-jet-london-33069822	original	970	No	Yes	Yes	No	No	No	No	No	No	Unused	No		No	No
Daily-Mail_2025-06-27_Ellie-Goulding-dazzles-in	Ellie Goulding dazzles in plunging sequin gown as she makes surprise appearance at extravagant Bezos wedding festivities in Venice	https://www.dailymail.co.uk/tvshowbiz/article-14852323/Ellie-Goulding-dazzles-plunging-sequin-gown-makes-surprise-appearance-extravagant-Bezos-wedding-festivities-Venice.html	original	1044	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-06-14_Barclays-suspends-sponsorship	Barclays suspends sponsorship of Download, Latitude and Isle of Wight festivals	https://www.theguardian.com/music/article/2024/jun/14/barclays-suspends-sponsorship-from-download-latitude-and-isle-of-wight-festivals	original	962	No	No	Yes	No	No	No	No	No	Yes	Unused	No		No	No
Metro_None_I-cant-listen-to	I can’t listen to Mariah Carey or Wham’s Christmas songs any more	https://metro.co.uk/2023/12/11/im-bored-mariah-wham-new-christmas-songs-19956785/	original	1160	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-03-05_No-10-faces	No 10 faces Tory backlash over plans to broaden extremism definition	https://www.theguardian.com/politics/2024/mar/05/senior-tories-criticise-no-10-plans-to-broaden-extremism-definition	original	814	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
Metro_None_My-GP-wasnt-worried	My GP wasn’t worried about my breast lump so I delayed getting it checked for 7 months	https://metro.co.uk/2023/11/04/my-gp-wasnt-worried-about-my-lump-i-delayed-getting-checked-for-7-months-19753827/	original	1442	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
BBC_2024-03-16_Climate-Choir-movement-Using	Climate Choir movement: Using melody for protests	https://www.bbc.com/news/uk-england-bristol-68467627	original	832	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
Mirror_None_Holly-Willoughby-and-fellow	Holly Willoughby and fellow stars anger locals with 'ridiculous' Glastonbury decision	https://www.mirror.co.uk/3am/celebrity-news/holly-willoughby-fellow-stars-anger-35467901	original	630	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_Marvel-is-dead-	Marvel is dead – and I’m dancing on the grave	https://metro.co.uk/2023/11/27/marvel-dead-im-dancing-grave-19884651/	original	1553	No	Yes	Yes	No	No	No	No	No	No	Unused	No		No	No
Daily-Mail_2024-03-15_Moment-Sopranos-star	Moment Sopranos star Michael Imperioli shoves climate change protesters out of 'An Enemy of the People' Broadway performance	https://www.dailymail.co.uk/news/article-13202257/sopranos-michael-imperioli-climate-change-protesters-broadway.html	original	395	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
The-Guardian_2023-12-11_Chris-Bowen-says	Chris Bowen says agreement on global fossil fuel phase out central to Australia’s renewable energy plans	https://www.theguardian.com/australia-news/2023/dec/11/chris-bowen-tells-cop28-to-end-the-use-of-fossil-fuels-in-energy-production-as-talks-try-to-break-deadlock	original	1026	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Daily-Mail_2023-11-02_YouTubers-fly-to	YouTubers fly to Poland to do their shopping... and discover they spend less than they would have in a supermarket in Britain	https://www.dailymail.co.uk/news/article-12703931/YouTubers-fly-Poland-shopping-discover-spend-supermarket-Britain.html	original	939	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
Sky_2024-06-24_Extinction-Rebellion-climate	Extinction Rebellion climate change protest disrupts PGA golf tournament in Connecticut	https://news.sky.com/story/extinction-rebellion-climate-change-protest-disrupts-pga-golf-tournament-in-connecticut-13157957	original	457	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
BBC_2024-08-29_UK-government-will-not	UK government will not fight Rosebank oil field legal challenge	https://www.bbc.com/news/articles/c30393m4z50o	original	815	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
Daily-Mail_2024-06-29_Wimbledon-hires-more	Wimbledon hires more than a thousand security guards and even removes jigsaws from its shop in a bid to crack down on Just Stop Oil and pro-Palestinian protesters	https://www.dailymail.co.uk/news/article-13583771/Wimbledon-hires-thousand-security-guards-removes-jigsaws-shop-bid-crack-Just-Stop-Oil-pro-Palestinian-protesters.html	original	378	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
The-Guardian_2024-08-21_Labour-promoting-ageold-message	Labour ‘promoting age-old message of fear and hostility’ over migrants, says charity – as it happened	https://www.theguardian.com/politics/live/2024/aug/21/labour-immigration-government-deficit-uk-politics-live?page=with%3Ablock-66c5be0b8f0893d34d6b47d4	original	2543	No	Yes	No	No	Yes	No	No	No	No	Unused	No		No	No
Daily-Mail_2025-06-27_Lauren-Sanchez-and-Jeff	Lauren Sanchez and Jeff Bezos' A-list guests run for cover as pre-wedding party is hit by huge freak thunderstorm	https://www.dailymail.co.uk/tvshowbiz/article-14852317/Lauren-Sanchez-Jeff-Bezos-guests-run-cover-pre-wedding-party-ruined-huge-thunderstorm.html	original	2095	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
Daily-Mail_2023-12-11_Just-Stop-Oil	Just Stop Oil activists who took part in slow march across Waterloo Bridge are told by judge they can CONTINUE taking part in 'peaceful' protests before their 2025 trial	https://www.dailymail.co.uk/news/article-12851599/just-stop-oil-march-waterloo-judge-continue-protest-trial.html	original	350	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
The-Guardian_2024-07-08_Keir-Starmer-urged	Keir Starmer urged to act on water bill rises in England and Wales	https://www.theguardian.com/business/article/2024/jul/08/keir-starmer-urged-to-act-on-water-bill-rises-in-england-and-wales	original	683	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_My-date-went-in	My date went in for a kiss. Afterwards, I brushed my teeth 18 times	https://metro.co.uk/2024/01/13/brushed-teeth-18-times-worst-first-date-20071572/	original	1541	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_Royal-cars-indication-and	Royal cars, indication and the right to assisted suicide	https://metro.co.uk/2024/01/31/royal-cars-indication-right-assisted-suicide-20202991/	original	1520	No	No	Yes	Yes	No	No	No	No	No	Unused	No		No	No
The-Guardian_2025-09-26_Ladakh-statehood-activist-arrested	Ladakh statehood activist arrested days after violent crackdown by Modi	https://www.theguardian.com/world/2025/sep/26/activist-arrested-ladakh-crackdown-modi-sonam-wangchuk	original	541	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
BBC_2025-05-02_How-the-political-consensus	How the political consensus on climate change has shattered	https://www.bbc.com/news/articles/cx20znjejw1o	original	1290	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
The-Guardian_2025-08-20_Police-investigate-sabotage-claims	Police investigate sabotage claims by UK activists against ‘fossil fuel finance’	https://www.theguardian.com/environment/2025/aug/20/police-investigate-uk-activists-sabotage-fossil-fuel-finance-shut-the-system	original	603	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Metro_None_Brian-Cox-tries-to	Brian Cox tries to make sense of Tekken’s story so far in dramatic recap video	https://metro.co.uk/2024/01/10/brian-cox-tries-make-sense-tekkens-story-far-recap-video-20092486/	original	466	No	Yes	Yes	No	No	No	No	No	No	Unused	No		No	No
Telegraph_2024-09-26_Just-Stop-Oil-soup	Just Stop Oil soup throwers ‘are daring iconoclasts, not criminals’	https://www.telegraph.co.uk/news/2024/09/26/just-stop-oil-soup-throwers-iconoclasts/	original	420	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
The-Guardian_2025-01-09_Greens-attack-Woodside-proposal	Greens attack Woodside proposal to bury CO2 from WA gas project under pristine reef	https://www.theguardian.com/australia-news/2025/jan/10/woodside-ccs-proposal-bury-co2-under-scott-reef	original	702	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_What-impact-will-the	What impact will the oil tanker explosion have on the environment?	https://metro.co.uk/2025/03/10/impact-will-oil-tanker-explosion-environment-22700631/	original	1202	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Telegraph_2024-09-25_Miliband-sends-armed-police	Miliband sends armed police to guard gas terminals amid net zero protests	https://www.telegraph.co.uk/business/2024/09/25/ed-miliband-armed-police-guard-gas-terminals-net-zero/	original	707	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
The-Guardian_2024-06-28_Dozens-of-Just	Dozens of Just Stop Oil activists arrested on suspicion of planning to disrupt airports	https://www.theguardian.com/uk-news/article/2024/jun/28/just-stop-oil-activists-arrested-suspicion-planning-disrupt-airports	original	384	Yes	No	No	No	No	No	No	No	No	Unused	No	Owe specific	Yes	Yes
Metro_None_Gazza-says-hes-emotionally	Gazza says he’s ’emotionally soft’ as he compares himself to Taylor Swift	https://metro.co.uk/2024/06/20/gazza-says-emotionally-soft-compares-taylor-swift-21074405/	original	879	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_Met-to-use-all	Met to use ‘all of their powers’ to stop Remembrance Day protesters	https://metro.co.uk/2023/11/03/met-to-use-all-of-their-powers-to-stop-remembrance-day-protesters-19766983/	original	583	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-04-08_Russia-and-Ukraine-trade	Russia and Ukraine trade blame over Zaporizhzhia nuclear plant drone strike	https://www.theguardian.com/world/2024/apr/08/russia-ukraine-zaporizhzhia-nuclear-power-plant-drone-strike	original	478	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_I-was-13-when	I was 13 when I was groomed by an actor in plain sight. No one did anything to stop it	https://metro.co.uk/2023/12/24/13-groomed-actor-plain-sight-20003029/	original	1307	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
BBC_2025-06-24_Venice-protesters-claim-victory	Venice protesters claim victory as Jeff Bezos changes wedding venue	https://www.bbc.com/news/articles/cd0vjr07570o	original	722	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2025-03-05_Ban-on-new-drilling	Ban on new drilling confirmed as ministers consult on North Sea’s ‘clean energy future’	https://www.theguardian.com/business/2025/mar/05/ban-on-new-drilling-confirmed-as-ministers-consult-on-north-sea-clean-energy-future	original	778	No	No	No	No	No	No	No	No	No	Unused	No		No	No
