ID	Title	URL	Version	Word count	OWE	SPURIOUS	SPECIFIC	LETTER	ROUNDUP	NON-UK EDITION	NON-ENGLISH	VIDEO	NON-DISRUPTIVE OWE	OWE_FOCUSSED	OWE_SPECIFIC_LLM	OWE_SPECIFIC_HUMAN	PASSES_SCREENING	PASSES_SCREENING_SPECIFIC
The-Guardian_2024-03-03_UK-ministers-consider	UK ministers consider ban on MPs engaging with pro-Palestine and climate protesters	https://www.theguardian.com/world/2024/mar/03/ministers-consider-ban-mps-engaging-pro-palestine-climate-protesters	original	877	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
BBC_2023-12-23_Prevent-Rise-in-climate	Prevent: Rise in climate activists referred to anti-terror scheme	https://www.bbc.com/news/uk-67665218	original	1271	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
Sky_2024-02-08_Labour-confirms-Uturn	Labour confirms U-turn on £28bn green spending pledge	https://news.sky.com/story/labour-confirms-u-turn-on-28bn-green-spending-pledge-13066856	original	1093	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2025-02-20_Fossil-fuel-firms-300m	Fossil fuel firm’s $300m trial against Greenpeace to begin: ‘Weaponizing the judicial system’	https://www.theguardian.com/us-news/2025/feb/20/greenpeace-energy-transfer-dakota-pipeline-trial	original	1944	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
The-Guardian_2023-10-31_BP-plays-down	BP plays down takeover speculation after lower than expected profits	https://www.theguardian.com/business/2023/oct/31/bp-profits-gas-bernard-looney	original	786	No	No	No	No	No	No	No	No	No	Unused	No		No	No
BBC_2023-10-21_Recycling-reforms-see-separate	Recycling reforms see separate food waste bins for England	https://www.bbc.com/news/science-environment-67176392	original	434	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Times_2024-07-19_Police-fear-Just-Stop	Police fear Just Stop Oil jail sentences will spark more protests	https://www.thetimes.com/uk/crime/article/police-fear-just-stop-oil-jail-sentences-will-spark-more-protests-fzrbs6cp0	original	781	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Telegraph_2024-05-14_Just-Stop-Oil-protester	Just Stop Oil protester who painted Scotland Yard sign orange cleared after comparison to Rosa Parks	https://www.telegraph.co.uk/news/2024/05/14/climate-protester-cleared-scotland-yard-paint-rosa-parks/	original	351	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Metro_None_I-was-asked-out	I was asked out on a date while on a date with someone else – I said yes	https://metro.co.uk/2023/12/29/asked-a-date-a-date-someone-else-said-yes-20014736/	original	1391	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2023-12-07_Hedge-fund-billionaire	Hedge fund billionaire Sir Chris Hohn paid himself £276m in 2023	https://www.theguardian.com/business/2023/dec/07/hedge-fund-billionaire-sir-chris-hohn-paid-himself-276m-this-year	original	586	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
ITV_2024-11-24_Poorer-nations-express-frustration	Poorer nations express frustration after last minute COP29 deal	https://www.itv.com/news/2024-11-23/cop29-nations-agree-to-300-billion-climate-finance-deal-for-poorer-countries	original	920	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_None_Nearly-175-arrested	Nearly 175 arrested as climate protesters target France’s TotalEnergies and key investor	https://www.theguardian.com/environment/article/2024/may/25/nearly-175-arrested-as-climate-protesters-target-frances-totalenergies-and-key-investor	original	382	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Sky_2025-07-30_Palestine-Actions-bid-for	Palestine Action's bid for judicial review granted after MPs banned group	https://news.sky.com/story/palestine-actions-bid-for-judicial-review-granted-after-mps-banned-group-13403514	original	738	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2023-12-14_Qantas-calls-cash	Qantas calls cash compensation for delayed flights a ‘backwards step’ – as it happened	https://www.theguardian.com/australia-news/live/2023/dec/14/australia-news-live-cyclone-jasper-north-queensland-flooding-storm-climate-change-global-warming-fossil-fuels-cop?page=with:block-657a24018f0805d21b575c6f	original	1719	No	No	Yes	No	Yes	No	No	No	No	Unused	No		No	No
The-Guardian_2024-03-07_Carved-up-and	Carved up and sold off: developers plan a ‘new Miami’ in Argentina’s nature-rich wetlands	https://www.theguardian.com/global-development/2024/mar/07/carved-up-and-sold-off-parana-delta-developers-plan-a-new-miami-in-argentina-nature-rich-wetlands	original	1385	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-04-06_Greta-Thunberg-detained	Greta Thunberg detained at The Hague climate demonstration	https://www.theguardian.com/environment/2024/apr/06/greta-thunberg-detained-at-hague-climate-demonstration	original	383	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
The-Guardian_2024-07-28_The-end-is	The end is nigh. For insects, bats, protest, the planet…	https://www.theguardian.com/commentisfree/article/2024/jul/28/the-end-is-nigh-for-insects-bats-protest-the-planet	original	1047	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
BBC_2024-07-22_Just-Stop-Oil-activists	Just Stop Oil activists bailed	https://www.bbc.com/news/articles/cz47g49gz1do	original	247	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Mirror_2024-09-20_Kirsty-Gallacher-backs-Mirror	Kirsty Gallacher backs Mirror campaign for ban on 'cruel and ugly' fur sales in UK	https://www.mirror.co.uk/news/uk-news/kirsty-gallacher-backs-mirror-campaign-33716586	original	963	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2025-08-07_More-than-200-lobbyists	More than 200 lobbyists at UN’s plastic treaty talks will limit progress, campaigners warn	https://www.theguardian.com/environment/2025/aug/07/more-than-200-lobbyists-at-uns-plastic-treaty-talks-will-limit-progress-campaigners-warn	original	891	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_None_More-than-150-lawyers	More than 150 lawyers and refugee NGOs report being ‘pressured into silence’ by far-right protesters	https://www.theguardian.com/uk-news/2025/sep/22/more-than-150-lawyers-and-refugee-ngos-report-being-pressured-into-silence-by-far-right-protesters	original	520	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-11-24_Cop29-climate-finance-deal	Cop29 climate finance deal criticised as ‘travesty of justice’ and ‘stage-managed’	https://www.theguardian.com/environment/2024/nov/24/cop29-climate-finance-deal-criticised-travesty-justice-stage-managed	original	1030	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_This-TV-show-meant	This TV show meant the world to me as a queer person… and now it’s gone	https://metro.co.uk/2024/01/11/flag-means-death-much-a-gay-pirate-show-20100918/	original	1270	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_A-holiday-in-Blackpool	A holiday in Blackpool helped me come out as trans	https://metro.co.uk/2024/01/21/terrified-go-holiday-found-perfect-solution-20134454/	original	1882	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_I-opened-the-door	I opened the door for a delivery – then I realised I was half naked	https://metro.co.uk/2024/01/08/a-stern-word-boss-made-realise-laugh-cancer-20064001/	original	1858	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_Leave-Amanda-Holden-alone	Leave Amanda Holden alone – she had every right to party at her daughter’s 18th	https://metro.co.uk/2024/01/22/leave-amanda-holden-alone-age-children-shouldnt-mean-no-fun-20152679/	original	965	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Sky_2023-12-05_Unprecedented-2400-fuel	'Unprecedented' 2,400 fuel lobbyists at COP28 in Dubai, claim campaigners	https://news.sky.com/story/unprecedented-2-400-fuel-lobbyists-at-cop28-in-dubai-claim-campaigners-13023153	original	473	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-01-16_Will-we-leave	‘Will we leave things to the fascists?’: the activist aiming to revive Germany’s far-left party	https://www.theguardian.com/world/2024/jan/16/carola-rackete-activist-aiming-to-revive-germany-far-left-die-linke-party	original	1070	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
Metro_None_I-didnt-realise-Id	I didn’t realise I’d been groomed and trafficked – then the panic attacks started	https://metro.co.uk/2024/01/01/forced-sex-1-500-men-5-years-20037771/	original	1859	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
BBC_2024-09-04_Antiwhaling-activist-Paul-Watson	Anti-whaling activist Paul Watson kept in Greenland jail	https://www.bbc.com/news/articles/cewlqp7q0rwo	original	754	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe specific	Yes	Yes
BBC_2024-11-16_Billions-at-stake-in	Billions at stake in court battle over North Sea oil	https://www.bbc.com/news/articles/ce89er3ekn0o	original	1255	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
Mirror_2024-03-23_Environmental-activists-Just-Stop	Environmental activists Just Stop Oil calling on UN to defend their 'human right to protest'	https://www.mirror.co.uk/news/uk-news/environmental-activists-just-stop-oil-32426378	original	367	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
The-Guardian_2025-06-10_How-does-woke-start	How does woke start winning again?	https://www.theguardian.com/news/2025/jun/10/how-does-woke-start-winning-again	original	4712	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
The-Guardian_2023-11-06_Just-Stop-Oil	Just Stop Oil protesters smash glass on painting at National Gallery	https://www.theguardian.com/uk-news/2023/nov/06/just-stop-oil-protesters-smash-glass-painting-national-gallery	original	354	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe unspecific	Yes	No
BBC_2024-07-09_Urgent-action-needed-to	Urgent action needed to keep services - council	https://www.bbc.com/news/articles/cprqevz717go	original	316	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
BBC_2024-06-19_Just-Stop-Oil-What	Just Stop Oil: What is it and what are its goals?	https://www.bbc.com/news/uk-63543307	original	844	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
The-Guardian_2025-03-24_Labors-bid-to-protect	Labor’s bid to protect Tasmanian salmon industry met with unease from pro-environment MPs	https://www.theguardian.com/australia-news/2025/mar/24/labor-tasmanian-salmon-industry-protection-promises-anthony-albanese	original	780	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_I-did-a-naked	I did a naked photoshoot at 46 and it cured my low self-esteem	https://metro.co.uk/2023/11/13/a-naked-photoshoot-46-cured-low-self-esteem-19814002/	original	1570	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2023-12-02_Deep-sea-miners	Deep sea miners turn water hoses on Greenpeace activists in the Pacific	https://www.theguardian.com/environment/2023/dec/02/deep-sea-miners-turn-water-hoses-on-greenpeace-activists-in-the-pacific	original	508	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
BBC_2024-04-26_MP-hits-out-at	MP hits out at 'spoilt middle-class climate clowns'	https://www.bbc.com/news/articles/c0de49lyxvmo	original	473	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
BBC_2024-12-02_Norway-suspends-controversial-deepsea	Norway suspends controversial deep-sea mining plan	https://www.bbc.com/news/articles/c9wlj8l8kr7o	original	399	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2023-12-15_Just-Stop-Oil	Just Stop Oil activist jailed for six months for taking part in slow march	https://www.theguardian.com/environment/2023/dec/15/just-stop-oil-activist-is-first-to-be-jailed-under-new-uk-protest-law	original	519	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Metro_None_A-sinister-Mumsnet-post	A sinister Mumsnet post has left me terrified for my daughter	https://metro.co.uk/2023/12/18/a-sinister-mumsnet-post-left-terrified-daughter-19991899/	original	1135	No	Yes	Yes	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2025-01-10_Pound-and-UK-bonds	Pound and UK bonds fall after strong US jobs report; UK gas storage levels are ‘concerningly low’ – as it happened	https://www.theguardian.com/business/live/2025/jan/10/sainsbury-hike-wages-christmas-pound-dips-bond-sell-off-us-jobs-payrolls-december-business-live-news	original	2294	No	Yes	No	No	Yes	No	No	No	No	Unused	No		No	No
Metro_None_Im-constantly-told-I	I’m constantly told I don’t look ‘gay enough’	https://metro.co.uk/2023/11/30/im-constantly-told-dont-look-gay-enough-19885798/	original	1380	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2023-11-07_Tuesday-briefing-Why	Tuesday briefing: Why eco-conscious King Charles is announcing new gas and oil projects today	https://www.theguardian.com/world/2023/nov/07/first-edition-king-charles-kings-speech-oil-and-gas	original	2512	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
Metro_None_A-friends-clumsy-question	A friend’s clumsy question about my mental health taught me an important lesson	https://metro.co.uk/2023/11/11/a-friends-rude-question-about-my-mental-health-taught-me-a-lesson-19697656/	original	1403	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Sky_2023-11-10_Rishi-Sunak-urged	Rishi Sunak urged to sack Suella Braverman over 'deeply offensive' article on pro-Palestinian marches	https://news.sky.com/story/rishi-sunak-urged-to-sack-suella-braverman-over-deeply-offensive-article-on-pro-palestinian-marches-13003749	original	1357	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Sky_2024-02-02_Greta-Thunberg-cleared-of	Greta Thunberg cleared of public order offence after judge throws out charge	https://news.sky.com/story/greta-thunberg-cleared-of-public-order-offence-after-judge-throws-out-charge-13062300	original	420	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Not even owe	Yes	No
Sky_2023-10-25_Three-arrests-after	Three arrests after Just Stop Oil protesters spray orange paint on London's Wellington Arch	https://news.sky.com/story/three-arrests-after-just-stop-oil-protesters-spray-orange-paint-on-londons-wellington-arch-12992416	original	400	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Sky_2023-12-24_2023s-best-funniest	2023's best, funniest and most WTF moments	https://news.sky.com/story/2023s-best-funniest-and-most-wtf-moments-13030106	original	2559	Yes	No	Yes	No	Yes	No	No	No	No	Unused	No		No	No
Sky_2024-01-23_Oil-and-gas	Oil and gas vote is a political boost for PM - but won't help our energy needs	https://news.sky.com/story/oil-and-gas-vote-is-a-political-boost-for-pm-but-wont-help-our-energy-needs-13054331	original	848	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
ITV_2024-07-10_Just-Stop-Oil	Just Stop Oil activists avoid prison over World Snooker Championship protest	https://www.itv.com/news/calendar/2024-07-10/just-stop-oil-activists-avoid-prison-over-world-snooker-protest	original	677	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
BBC_2025-09-22_Arrests-after-gas-protesters	Arrests after gas protesters scale chimney stacks	https://www.bbc.com/news/articles/crkjlerz7l6o	original	264	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
The-Times_2024-06-02_Attacking-art-should-be	Attacking art ‘should be criminal offence even if there’s no damage’	https://www.thetimes.com/world/europe/article/attacking-art-should-be-criminal-offence-even-if-theres-no-damage-lhf2vhjrq	original	404	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
The-Guardian_2025-01-10_No-10-insists-UK	No 10 insists UK has sufficient energy supply despite ‘concerningly low’ gas storage levels	https://www.theguardian.com/business/2025/jan/10/uk-energy-supply-gas-storage-levels-centrica	original	682	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-07-16_Buses-trains-and-bicycle	Buses, trains and bicycle paths: Labour’s mission to decarbonise UK transport	https://www.theguardian.com/environment/article/2024/jul/16/buses-trains-bicycle-paths-labour-mission-decarbonise-transport	original	920	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_I-was-only-four	I was only four when I first felt like a burden	https://metro.co.uk/2023/11/26/disabled-people-sick-made-feel-shame-needs-19870122/	original	1302	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-07-11_Just-Stop-Oil	Just Stop Oil activists found guilty of conspiring to block M25 traffic	https://www.theguardian.com/uk-news/article/2024/jul/11/just-stop-oil-activists-found-guilty-of-conspiring-to-block-m25-traffic	original	690	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Sky_2023-12-18_Pakistan-uses-artificial	Pakistan uses artificial rain to battle smog for first time	https://news.sky.com/story/pakistan-uses-artificial-rain-to-battle-smog-for-first-time-13033304	original	325	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-05-17_UK-government-adviser	UK government adviser on disruptive protest accused of conflict of interest	https://www.theguardian.com/world/article/2024/may/17/government-adviser-on-disruptive-protest-accused-of-conflict-of-interest	original	890	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
Sun_2023-10-17_PROTEST-ARREST-Ecowarrior-Greta	PROTEST ARREST Eco-warrior Greta Thunberg arrested after joining protest outside conference in London	https://www.thesun.co.uk/news/24433600/greta-thunberg-arrestedprotest-conference-london/	original	179	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
BBC_2024-03-26_Offshore-Energies-UK-report	Offshore Energies UK report: Oil and gas fight for survival	https://www.bbc.com/news/uk-scotland-scotland-business-68668648	original	1249	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
The-Guardian_2025-08-15_Palestine-Action-prosecutions-should	Palestine Action prosecutions should be suspended, say UK rights groups	https://www.theguardian.com/world/2025/aug/15/palestine-action-prosecutions-should-be-suspended-uk-rights-groups	original	752	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
The-Guardian_2024-05-08_First-trial-of	First trial of Just Stop Oil activists under new anti-protest laws begins	https://www.theguardian.com/uk-news/article/2024/may/08/first-trial-of-just-stop-oil-activists-phoebe-plummer-chiara-sarti-daniel-hall-anti-protest-laws-begins	original	301	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
BBC_2024-04-18_Scrapped-climate-target-is	Scrapped climate target is global embarrassment - charities	https://www.bbc.com/news/articles/cpwgejq14pwo	original	693	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_None_Activists-warn-of	Activists warn of ‘extreme anger’ if ministers fail to reform water regulator	https://www.theguardian.com/environment/article/2024/aug/14/activists-warn-of-extreme-anger-if-ministers-fail-to-reform-water-regulator	original	927	No	No	No	No	No	No	No	No	Yes	Unused	No		No	No
The-Guardian_2024-11-14_Cop29-solidarity-levy-on	Cop29: solidarity levy on cryptocurrency could raise billions for climate action, says report – as it happened	https://www.theguardian.com/environment/live/2024/nov/14/cop29-live-can-the-climate-summit-find-a-way-to-raise-1tn-a-year	original	4155	No	No	Yes	No	Yes	No	No	No	No	Unused	No		No	No
The-Guardian_2024-02-21_Forget-Labour-and	Forget Labour and the Tories: the ‘carbon parties’ will not save us. That’s why Just Stop Oil wants your votes	https://www.theguardian.com/commentisfree/2024/feb/21/labour-tories-carbon-parties-just-stop-oil-mps-parliament	original	820	Yes	No	No	No	No	No	No	No	No	Unused	No	Owe unspecific	Yes	No
The-Guardian_2024-05-15_UK-climate-activists	UK climate activists convicted in first trial of new anti-protest laws	https://www.theguardian.com/uk-news/article/2024/may/15/uk-climate-activists-convicted-in-first-trial-of-new-anti-protest-laws	original	625	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Sun_2024-07-19_JUST-APPALLING-I-went	JUST APPALLING I went undercover to smash Just Stop Oil’s plot to halt M25 and was shocked by sinister boasts of sneering ringleaders	https://www.thesun.co.uk/news/29351268/undercover-just-stop-oil-plot-m25/	original	1417	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Metro_None_My-ex-insisted-on	My ex insisted on knowing my body count – he instantly regretted it	https://metro.co.uk/2023/12/01/https-metro-co-uk-2024-01-02-ex-insisted-knowing-body-count-instantly-regretted-2-20053028-19911341/	original	1274	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_Love-Actually-has-aged	Love Actually has aged badly – but it was never any good to begin with	https://metro.co.uk/2023/11/14/love-actually-aged-badly-never-good-begin-19812188/	original	1178	No	Yes	Yes	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-09-21_Retired-priest-speaks	Retired priest speaks of ‘painful’ treatment by church over her climate protests	https://www.theguardian.com/environment/2024/sep/21/retired-priest-painful-treatment-church-climate-protests	original	698	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Owe specific	Yes	Yes
The-Guardian_2024-09-23_Pessimism-is-a	‘Pessimism is a luxury we can’t afford’: Kumi Naidoo on fighting fossil fuels with art and culture	https://www.theguardian.com/us-news/2024/sep/23/kumi-naidoo-fossil-fuels-activism-art-culture	original	1871	No	No	Yes	No	No	No	No	No	No	Unused	No		No	No
Sky_2024-07-25_Just-Stop-Oil	Just Stop Oil activists found guilty after throwing soup over Van Gogh's Sunflowers	https://news.sky.com/story/just-stop-oil-activists-found-guilty-of-criminal-damage-after-throwing-soup-over-van-goghs-sunflowers-13184835	original	333	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Metro_None_I-will-spend-every	I will spend every day of the rest of my life worried about my cancer coming back	https://metro.co.uk/2023/10/29/there-is-no-such-thing-as-the-all-clear-after-breast-cancer-19694221/	original	1423	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-01-27_Greta-Thunberg-joins	Greta Thunberg joins protest against expansion of Hampshire airport	https://www.theguardian.com/environment/2024/jan/27/greta-thunberg-joins-protest-against-expansion-of-hampshire-airport	original	456	No	No	Yes	No	No	No	No	No	Yes	Unused	Yes		No	No
The-Guardian_2024-11-07_It-can-lead-to	‘It can lead to chaos’: false claims and hoaxes surge as Spain’s floods recede	https://www.theguardian.com/world/2024/nov/07/it-can-lead-to-chaos-false-claims-and-hoaxes-surge-as-spains-floods-recede	original	897	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_None_I-had-to	‘I had to find a way to survive’: ultrarunner Sabrina Pace-Humphreys on racing, racism and learning to love the outdoors	https://www.theguardian.com/lifeandstyle/2023/dec/24/i-had-to-find-a-way-to-survive-sabrina-pace-humphreys-on-race-and-trail-running	original	1695	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-10-22_New-commission-may-ban	New commission may ban English water companies from making a profit	https://www.theguardian.com/environment/2024/oct/22/new-commission-may-ban-england-water-companies-from-making-a-profit	original	1003	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2024-08-25_Police-acting-as	Police acting as ‘private security’ for Drax power station, say climate activists	https://www.theguardian.com/business/article/2024/aug/25/police-acting-as-private-security-for-drax-power-station-say-climate-activists	original	941	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Not even owe	Yes	No
The-Guardian_None_Record-number-of-electric	Record number of electric cars were sold in UK during 2024	https://www.theguardian.com/business/2025/jan/04/record-number-of-electric-cars-were-sold-in-uk-during-2024	original	695	No	No	No	No	No	No	No	No	No	Unused	No		No	No
The-Guardian_2025-02-11_BP-chief-says-it	BP chief says it will ‘fundamentally reset’ amid threat of activist investor	https://www.theguardian.com/business/2025/feb/11/bp-chief-profits-murray-auchincloss-elliott	original	849	No	No	No	No	No	No	No	No	No	Unused	No		No	No
Sun_2024-06-08_ECO-WAR-We-were	ECO WAR We were shot at like in a James Bond movie, says Greenpeace activist in new BBC documentary about oil rig mission	https://www.thesun.co.uk/tv/28380624/bbc-two-documentary-on-thin-ice-putin-greenpeace/	original	1403	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Sky_2024-06-29_Third-person-arrested	Third person arrested after Stonehenge sprayed with orange paint powder	https://news.sky.com/story/third-person-arrested-after-stonehenge-sprayed-with-orange-paint-powder-13160830	original	309	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
The-Guardian_2024-11-26_How-the-battle-of	How the battle of Claremont Road changed the world: ‘The whole of alternative London turned up’	https://www.theguardian.com/environment/2024/nov/26/how-the-battle-of-claremont-road-changed-the-world-the-whole-of-alternative-london-turned-up	original	2355	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
BBC_2024-04-22_Who-is-the-Britain	Who is the Britain First candidate Nick Scanlon?	https://www.bbc.com/news/articles/cx8qxvr3y1ro	original	244	Yes	No	Yes	No	No	No	No	No	No	Unused	No	Not even owe	Yes	No
BBC_2024-04-18_GP-could-be-struck	GP could be struck off after Just Stop Oil protest	https://www.bbc.com/news/articles/cv20p4e1zy5o	original	466	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Sky_2023-11-08_Pet-monkey-put	Pet monkey put down on medical advice after mistreatment	https://news.sky.com/story/pet-monkey-put-down-on-medical-advice-after-mistreatment-13003256	original	337	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_Penis-size-does-matter	Penis size does matter – but not in the way you think	https://metro.co.uk/2023/11/17/penis-size-matter-not-way-think-19839333/	original	1336	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Mirror_2024-06-20_Just-Stop-Oil-protestors	Just Stop Oil protestors storm airfield 'used by Taylor Swift' and cover planes in orange paint	https://www.mirror.co.uk/news/uk-news/breaking-just-stop-oil-protestors-33064247	original	657	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
Metro_None_I-havent-seen-my	I haven’t seen my kids in 11 years after my wife took them home with her	https://metro.co.uk/2023/11/15/best-dad-kids-taken-halfway-across-world-19825788/	original	1362	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
Metro_None_I-was-in-a	I was in a Channel 4 documentary – what happened next broke my heart	https://metro.co.uk/2023/11/05/i-was-in-a-channel-4-documentary-what-happened-next-broke-my-heart-19761264/	original	1699	No	Yes	No	No	No	No	No	No	No	Unused	No		No	No
BBC_2025-04-26_Anger-flares-at-Just	Anger flares at Just Stop Oil 'last day of action'	https://www.bbc.com/news/articles/cn7xpxp6xxmo	original	386	Yes	No	Yes	No	No	No	No	No	No	Unused	Yes	Owe specific	Yes	Yes
